,country_name,country_id,year,v2cldiscm,v2cldiscw,v2clacfree,v2clrelig,v2clfmove,v2cldmovem,v2cldmovew,score,pan_dem
352,Sierra Leone,95,2018,1.935,2.253,1.691,2.299,1.312,1.415,1.153,12.058000000000002,0.4306428571428572
353,Sierra Leone,95,2019,1.363,1.346,1.518,1.528,1.279,1.149,0.953,9.136,0.32628571428571423
354,Sierra Leone,95,2020,1.363,1.346,1.518,1.528,1.279,1.86,0.953,9.847,0.3516785714285714
355,Sierra Leone,95,2021,1.363,1.589,1.518,1.528,1.279,1.86,0.953,10.089999999999998,0.36035714285714276
356,Spain,96,2018,1.745,1.943,2.598,1.806,2.774,2.405,2.602,15.873,0.5668928571428571
357,Spain,96,2019,1.745,1.943,2.354,1.806,2.774,2.405,2.602,15.629,0.5581785714285714
358,Spain,96,2020,1.745,1.943,2.354,1.271,1.914,1.618,1.866,12.711,0.4539642857142857
359,Spain,96,2021,1.745,1.943,2.354,1.271,1.914,1.727,1.971,12.925,0.4616071428571429
360,Syria,97,2018,-2.437,-2.392,-2.348,-1.806,-1.319,-1.091,-1.526,-12.918999999999999,-0.4613928571428571
361,Syria,97,2019,-2.437,-2.392,-2.348,-1.434,-1.396,-1.091,-1.526,-12.623999999999997,-0.45085714285714273
362,Syria,97,2020,-2.045,-2.769,-2.348,-1.434,-1.333,-1.219,-1.969,-13.116999999999999,-0.46846428571428567
363,Syria,97,2021,-2.14,-2.399,-2.348,-1.687,-1.425,-1.386,-1.757,-13.142,-0.46935714285714286
364,Tunisia,98,2018,1.167,1.106,0.895,0.345,1.263,1.291,1.209,7.276,0.25985714285714284
365,Tunisia,98,2019,1.167,1.106,0.895,0.345,1.531,1.291,1.209,7.543999999999999,0.2694285714285714
366,Tunisia,98,2020,1.167,1.106,0.895,0.345,1.531,1.291,1.209,7.543999999999999,0.2694285714285714
367,Tunisia,98,2021,0.865,1.036,0.986,0.345,0.887,1.291,1.209,6.619,0.23639285714285713
368,Turkey,99,2018,-1.64,-1.581,-2.191,-0.792,-0.864,0.739,-0.641,-6.97,-0.24892857142857142
369,Turkey,99,2019,-1.502,-1.514,-2.042,-0.792,-1.075,0.697,-0.641,-6.869,-0.24532142857142855
370,Turkey,99,2020,-1.235,-1.396,-2.042,-0.792,-0.942,0.731,-0.641,-6.317,-0.22560714285714287
371,Turkey,99,2021,-1.184,-1.416,-2.042,-0.792,-0.942,0.815,-0.641,-6.202,-0.2215
372,Ukraine,100,2018,1.178,1.104,0.279,0.5,0.947,1.368,1.827,7.203,0.25725000000000003
373,Ukraine,100,2019,1.108,1.148,0.535,0.501,0.947,1.368,1.827,7.434,0.2655
374,Ukraine,100,2020,1.326,1.305,0.635,0.612,1.298,1.368,1.827,8.371,0.29896428571428574
375,Ukraine,100,2021,1.227,1.289,0.891,0.612,1.298,1.255,1.565,8.137,0.2906071428571429
376,United Kingdom,101,2018,2.669,2.705,3.087,1.955,1.72,1.79,1.997,15.923000000000002,0.5686785714285715
377,United Kingdom,101,2019,2.669,2.705,3.087,1.75,1.72,1.79,1.997,15.718,0.5613571428571429
378,United Kingdom,101,2020,2.669,2.705,2.108,2.018,0.666,1.189,1.449,12.804,0.4572857142857143
379,United Kingdom,101,2021,2.669,2.705,1.803,1.421,0.46,1.189,1.449,11.696000000000002,0.41771428571428576
380,Uruguay,102,2018,3.244,2.354,3.606,1.797,2.037,1.809,1.751,16.598,0.5927857142857142
381,Uruguay,102,2019,3.244,2.354,3.606,1.797,2.037,1.809,1.751,16.598,0.5927857142857142
382,Uruguay,102,2020,3.244,2.354,3.606,2.138,1.463,1.809,1.751,16.365,0.5844642857142857
383,Uruguay,102,2021,1.953,1.308,1.801,2.138,2.08,1.809,1.751,12.84,0.4585714285714286
384,Algeria,103,2018,0.882,0.525,0.495,-1.329,0.323,1.589,0.505,2.99,0.10678571428571429
385,Algeria,103,2019,0.792,0.481,0.079,-1.059,0.323,1.589,1.065,3.27,0.11678571428571428
386,Algeria,103,2020,0.514,0.223,0.079,-1.059,0.323,1.589,1.065,2.734,0.09764285714285714
387,Algeria,103,2021,0.45,0.121,0.079,-1.059,-0.018,0.628,0.313,0.514,0.018357142857142857
